,PolygonID,HabType,CumEggs,PolygonAreaLL,PolygonAream2,EggDensityperHA,lnEggDensity,log10EggDensity,ProbEggs
13448,13448,MWROW1-5,18,2500.001799,2500.001799,71.99994819,4.276665399,1.857332184,0.05
13449,13449,MWROW1-5,8,2461.17166,2461.17166,32.50484365,3.481389114,1.511948081,0.05
13450,13450,MWROW1-5,26,2499.998412,2499.998412,104.0000661,4.644391534,2.017033615,0.05
13451,13451,MWROW1-5,20,4390.186006,4390.186005,45.55615634,3.81894577,1.658547075,0.05
13452,13452,MWROW1-5,52,3734.549069,3734.549069,139.2403716,4.936201731,2.143765174,0.05
13453,13453,MWROW1-5,22,2499.999235,2499.999235,88.00002693,4.47733712,1.944482805,0.05
13454,13454,MWROW1-5,18,2499.980689,2499.980688,72.00055619,4.276673844,1.857335851,0.05
13455,13455,MWROW1-5,4,2499.997185,2499.997185,16.00001802,2.772589848,1.204120472,0.05
13456,13456,MWROW1-5,10,2497.049651,2497.049651,40.04726136,3.690060291,1.602572822,0.05
13457,13457,MWROW1-5,10,3786.187465,3786.187465,26.41179311,3.273810619,1.421797887,0.05
13458,13458,MWROW1-5,6,2451.815896,2451.815896,24.47165796,3.19751563,1.388663394,0.05
13459,13459,MWROW1-5,10,2499.998235,2499.998235,40.00002824,3.68888016,1.602060298,0.05
13460,13460,MWROW1-5,10,2500.000688,2500.000688,39.99998899,3.688879179,1.602059872,0.05
13461,13461,MWROW1-5,8,2500.002042,2500.002042,31.99997386,3.465735086,1.505149624,0.05
13462,13462,MWROW1-5,6,2500.003064,2500.003064,23.99997059,3.178052605,1.380210709,0.05
13463,13463,MWROW1-5,6,2488.555926,2488.555926,24.11036834,3.182641969,1.382203845,0.05
13464,13464,MWROW1-5,16,2498.445463,2498.445463,64.03982091,4.159505092,1.806450109,0.05
13465,13465,MWROW1-5,8,2500.00154,2500.00154,31.99998029,3.465735287,1.505149711,0.05
13466,13466,MWROW1-5,20,2500.000102,2500.000102,79.99999674,4.382026594,1.903089969,0.05
13467,13467,MWROW1-5,20,2499.999614,2499.999614,80.00001235,4.382026789,1.903090054,0.05
13468,13468,MWROW1-5,22,2500.002019,2500.002019,87.99992893,4.477336007,1.944482321,0.05
13469,13469,MWROW1-5,18,2499.999175,2499.999175,72.00002376,4.276666449,1.85733264,0.05
13470,13470,MWROW1-5,4,2500.000609,2500.000609,15.9999961,2.772588479,1.204119877,0.05
13471,13471,MWROW1-5,10,2500.000883,2500.000883,39.99998587,3.688879101,1.602059838,0.05
13472,13472,MWROW1-5,0,2456.505154,2456.505154,0,#NAME?,#NAME?,0.05
13473,13473,MWROW1-5,6,2487.074917,2487.074917,24.12472563,3.183237274,1.382462383,0.05
13474,13474,MWROW1-5,8,2500.000235,2500.000235,31.99999699,3.465735809,1.505149937,0.05
13475,13475,MWROW1-5,2,2499.99841,2499.99841,8.000005088,2.079442178,0.903090263,0.05
13476,13476,MWROW1-5,8,2849.769423,2849.769423,28.07244662,3.334788548,1.448280265,0.05
13477,13477,MWROW1-5,20,2497.78901,2497.78901,80.07081431,4.382911422,1.903474245,0.05
13478,13478,MWROW1-5,20,2499.557252,2499.557252,80.01417045,4.38220375,1.903166907,0.05
13479,13479,MWROW1-5,26,2500.00059,2500.00059,103.9999755,4.644390663,2.017033237,0.05
13480,13480,MWROW1-5,6,2501.08074,2501.08074,23.98962938,3.177621628,1.380023539,0.05
13481,13481,MWROW1-5,6,2461.84124,2461.84124,24.37200215,3.193435021,1.386891208,0.05
13482,13482,MWROW1-5,6,2500.000698,2500.000698,23.9999933,3.178053551,1.38021112,0.05
13483,13483,MWROW1-5,2,2500.000957,2500.000957,7.999996938,2.079441159,0.903089821,0.05
13484,13484,MWROW1-5,4,2499.995697,2499.995697,16.00002754,2.772590443,1.20412073,0.05
13485,13485,MWROW1-5,4,2468.962263,2468.962263,16.20113867,2.785081528,1.209545539,0.05
13486,13486,MWROW1-5,4,2470.907848,2470.907848,16.18838195,2.784293821,1.209203443,0.05
13487,13487,MWROW1-5,6,2499.976922,2499.976922,24.00022155,3.178063062,1.380215251,0.05
13488,13488,MWROW1-5,0,2466.211738,2466.211738,0,#NAME?,#NAME?,0.05
13489,13489,MWROW1-5,8,2499.99767,2499.99767,32.00002982,3.465736835,1.505150383,0.05
13490,13490,MWROW1-5,6,2500.001099,2500.001099,23.99998945,3.178053391,1.380211051,0.05
13491,13491,MWROW1-5,10,2470.073805,2470.073805,40.48462026,3.700922155,1.60729007,0.05
13492,13492,MWROW1-5,4,2474.616708,2474.616708,16.16411943,2.782793936,1.20855205,0.05
13493,13493,MWROW1-5,4,2450.302779,2450.302779,16.32451318,2.792667854,1.212840239,0.05
13494,13494,MWROW1-5,2,2499.999308,2499.999308,8.000002214,2.079441818,0.903090107,0.05
13495,13495,MWROW1-5,34,2500.066809,2500.066809,135.9963657,4.912628162,2.133527303,0.05
13496,13496,MWROW1-5,12,2497.955039,2497.955039,48.03929539,3.87201933,1.681596629,0.05
13497,13497,MWROW1-5,4,2499.999032,2499.999032,16.0000062,2.772589109,1.204120151,0.05
13498,13498,MWROW1-5,24,2500.003433,2500.003433,95.99986817,4.564346818,1.982270637,0.05
13499,13499,MWROW1-5,14,2474.332184,2474.332184,56.58092349,4.035671888,1.752670032,0.05
13500,13500,MWROW1-5,6,2464.983337,2464.983337,24.34093533,3.192159515,1.386337263,0.05
13501,13501,MWROW1-5,6,2468.520862,2468.520862,24.30605344,3.190725432,1.385714448,0.05
13502,13502,MWROW1-5,26,2971.83847,2971.83847,87.48793133,4.471500856,1.941948148,0.05
13503,13503,MWROW1-5,2,2500.005028,2500.005028,7.99998391,2.07943953,0.903089114,0.05
13504,13504,MWROW1-5,4,2455.388567,2455.388567,16.2907006,2.79059443,1.211939762,0.05
13505,13505,MWROW1-5,4,2500.0004,2500.0004,15.99999744,2.772588562,1.204119913,0.05
13506,13506,MWROW1-5,16,2490.937315,2490.937315,64.23284883,4.162514744,1.807757184,0.05
13507,13507,MWROW1-5,12,2499.999458,2499.999458,48.00001041,3.871201228,1.681241332,0.05
13508,13508,MWROW1-5,4,2499.995949,2499.995949,16.00002593,2.772590343,1.204120686,0.05
13509,13509,MWROW1-5,28,2499.998286,2499.998286,112.0000768,4.718499557,2.04921832,0.05
13510,13510,MWROW1-5,6,2500.000782,2500.000782,23.99999249,3.178053518,1.380211106,0.05
13511,13511,MWROW1-5,16,2500.000535,2500.000535,63.9999863,4.158882869,1.806179881,0.05
13512,13512,MWROW1-5,8,2500.000499,2500.000499,31.99999361,3.465735703,1.505149892,0.05
13513,13513,MWROW1-5,14,2500.001714,2500.001714,55.99996161,4.025351005,1.748187729,0.05
13514,13514,MWROW1-5,24,2497.564519,2497.564519,96.09361367,4.565322859,1.982694526,0.05
13515,13515,MWROW1-5,10,2500.000935,2500.000935,39.99998504,3.68887908,1.602059829,0.05
13516,13516,MWROW1-5,10,2499.999379,2499.999379,40.00000994,3.688879703,1.602060099,0.05
13517,13517,MWROW1-5,24,2500.00303,2500.00303,95.99988365,4.564346979,1.982270707,0.05
13518,13518,MWROW1-5,6,2500.001899,2500.001899,23.99998177,3.178053071,1.380210912,0.05
13519,13519,MWROW1-5,4,2499.997789,2499.997789,16.00001415,2.772589607,1.204120367,0.05
13520,13520,MWROW1-5,8,2499.999743,2499.999743,32.00000329,3.465736006,1.505150023,0.05
13521,13521,MWROW1-5,22,2500.001933,2500.001933,87.99993196,4.477336041,1.944482336,0.05
13522,13522,MWROW1-5,12,2499.998797,2499.998797,48.0000231,3.871201492,1.681241446,0.05
13523,13523,MWROW1-5,4,2499.994594,2499.994594,16.0000346,2.772590885,1.204120922,0.05
13524,13524,MWROW1-5,10,2499.999856,2499.999856,40.0000023,3.688879512,1.602060016,0.05
13525,13525,MWROW1-5,20,2499.999029,2499.999029,80.00003107,4.382027023,1.903090156,0.05
13526,13526,MWROW1-5,12,2499.997935,2499.997935,48.00003965,3.871201837,1.681241596,0.05
13527,13527,MWROW1-5,18,2500.000463,2500.000463,71.99998667,4.276665934,1.857332416,0.05
13528,13528,MWROW1-5,14,2454.133334,2454.133334,57.04661522,4.043868744,1.756229881,0.05
13529,13529,MWROW1-5,20,2500.000716,2500.000716,79.99997709,4.382026348,1.903089863,0.05
13530,13530,MWROW1-5,28,2500.001099,2500.001099,111.9999508,4.718498432,2.049217832,0.05
13531,13531,MWROW1-5,4,2596.787908,2596.787908,15.40364536,2.734604193,1.187623511,0.05
13532,13532,MWROW1-5,10,2499.960855,2499.960855,40.00062633,3.688895112,1.602066792,0.05
13533,13533,MWROW1-5,22,2499.999742,2499.999742,88.00000908,4.477336918,1.944482717,0.05
13534,13534,MWROW1-5,12,2469.545314,2469.545314,48.59194092,3.883457692,1.686564247,0.05
13535,13535,MWROW1-5,30,2470.765188,2470.765188,121.4198749,4.799254579,2.084289781,0.05
13536,13536,MWROW1-5,36,4455.538526,4455.538526,80.79831381,4.391956097,1.907402298,0.05
13537,13537,MWROW1-5,6,2499.994505,2499.994505,24.00005275,3.178056028,1.380212196,0.05
13538,13538,MWROW1-5,12,2500.002104,2500.002104,47.9999596,3.871200169,1.681240872,0.05
13539,13539,MWROW1-5,4,2499.999544,2499.999544,16.00000292,2.772588905,1.204120062,0.05
13540,13540,MWROW1-5,10,2500.00005,2500.00005,39.9999992,3.688879434,1.602059983,0.05
13541,13541,MWROW1-5,8,2499.998726,2499.998726,32.00001631,3.465736412,1.5051502,0.05
13542,13542,MWROW1-5,14,2500.000192,2500.000192,55.9999957,4.025351614,1.748187994,0.05
13543,13543,MWROW1-5,6,2475.173249,2475.173249,24.2407274,3.188034169,1.384545648,0.05
13544,13544,MWROW1-5,12,2468.117862,2468.117862,48.62004439,3.884035882,1.686815351,0.05
13545,13545,MWROW1-5,24,3510.862714,3510.862714,68.35926653,4.224777129,1.834797394,0.05
13546,13546,MWROW1-5,12,2475.552559,2475.552559,48.47402636,3.881028116,1.685509095,0.05
13547,13547,MWROW1-5,4,2473.700305,2473.700305,16.17010756,2.783164325,1.208712909,0.05
13548,13548,MWROW1-5,6,2500.001306,2500.001306,23.99998746,3.178053308,1.380211015,0.05
13549,13549,MWROW1-5,12,2465.93972,2465.93972,48.66299003,3.884918783,1.68719879,0.05
13550,13550,MWROW1-5,4,2499.996856,2499.996856,16.00002012,2.77258998,1.204120529,0.05
13551,13551,MWROW1-5,12,2479.352475,2479.352475,48.39973389,3.879494315,1.684842974,0.05
13552,13552,MWROW1-5,10,2499.999999,2499.999999,40.00000002,3.688879455,1.602059992,0.05
13553,13553,MWROW1-5,18,2499.99751,2499.99751,72.00007171,4.276667115,1.857332929,0.05
13554,13554,MWROW1-5,16,2500.001791,2500.001791,63.99995415,4.158882367,1.806179663,0.05
13555,13555,MWROW1-5,22,2500.001399,2500.001399,87.99995076,4.477336255,1.944482429,0.05
13556,13556,MWROW1-5,34,2500.001595,2500.001595,135.9999132,4.912654248,2.133538631,0.05
13557,13557,MWROW1-5,8,2492.917981,2492.917981,32.09090737,3.46857273,1.506381997,0.05
13558,13558,MWROW1-5,8,2500.000944,2500.000944,31.99998792,3.465735525,1.505149814,0.05
13559,13559,MWROW1-5,8,2499.996071,2499.996071,32.00005029,3.465737474,1.505150661,0.05
13560,13560,MWROW1-5,36,2500.000019,2500.000019,143.9999989,4.969813292,2.158362489,0.05
13561,13561,MWROW1-5,22,2500.000925,2500.000925,87.99996744,4.477336444,1.944482511,0.05
13562,13562,MWROW1-5,26,2500.001708,2500.001708,103.9999289,4.644390216,2.017033043,0.05
13563,13563,MWROW1-5,30,2500.000262,2500.000262,119.9999874,4.787491638,2.079181201,0.05
13564,13564,MWROW1-5,20,2470.368523,2470.368523,80.95958078,4.393950027,1.908268251,0.05
13565,13565,MWROW1-5,22,2499.999555,2499.999555,88.00001566,4.477336992,1.944482749,0.05
13566,13566,MWROW1-5,10,2500.000298,2500.000298,39.99999523,3.688879335,1.60205994,0.05
13567,13567,MWROW1-5,18,2452.104415,2452.104415,73.40633576,4.29601025,1.865733546,0.05
13568,13568,MWROW1-5,16,2474.183095,2474.183095,64.66780907,4.169263536,1.810688147,0.05
13569,13569,MWROW1-5,18,2500.01014,2500.01014,71.99970797,4.276662063,1.857330735,0.05
13570,13570,MWROW1-5,20,2499.999579,2499.999579,80.00001347,4.382026803,1.90309006,0.05
13571,13571,MWROW1-5,8,2466.853559,2466.853559,32.42997531,3.479083159,1.510946618,0.05
13572,13572,MWROW1-5,10,2500.000509,2500.000509,39.99999186,3.688879251,1.602059903,0.05
13573,13573,MWROW1-5,0,2500.001729,2500.001729,0,#NAME?,#NAME?,0.05
13574,13574,MWROW1-5,4,2499.99901,2499.99901,16.00000634,2.772589118,1.204120155,0.05
13575,13575,MWROW1-5,14,2500.00159,2500.00159,55.99996438,4.025351055,1.748187751,0.05
13576,13576,MWROW1-5,0,2500.001731,2500.001731,0,#NAME?,#NAME?,0.05
13577,13577,MWROW1-5,16,2500.000792,2500.000792,63.99997972,4.158882767,1.806179836,0.05
13578,13578,MWROW1-5,8,2499.99827,2499.99827,32.00002214,3.465736595,1.505150279,0.05
13579,13579,MWROW1-5,14,2472.042886,2472.042886,56.63332169,4.036597534,1.753072035,0.05
13580,13580,MWROW1-5,14,2500.00139,2500.00139,55.99996886,4.025351135,1.748187786,0.05
13581,13581,MWROW1-5,12,2463.273376,2463.273376,48.71566476,3.886000637,1.687668633,0.05
13582,13582,MWROW1-5,8,2499.998107,2499.998107,32.00002423,3.46573666,1.505150307,0.05
13583,13583,MWROW1-5,0,2500.000278,2500.000278,0,#NAME?,#NAME?,0.05
13584,13584,MWROW1-5,12,2499.995456,2499.995456,48.00008724,3.871202829,1.681242027,0.05
13585,13585,MWROW1-5,20,2499.997318,2499.997318,80.00008582,4.382027707,1.903090453,0.05
13586,13586,MWROW1-5,22,2500.002891,2500.002891,87.99989824,4.477335658,1.94448217,0.05
13587,13587,MWROW1-5,36,2489.346412,2489.346412,144.6162729,4.974083841,2.160217164,0.05
13588,13588,MWROW1-5,8,2499.999244,2499.999244,32.00000968,3.465736205,1.50515011,0.05
13589,13589,MWROW1-5,18,2499.999006,2499.999006,72.00002863,4.276666517,1.857332669,0.05
13590,13590,MWROW1-5,10,2499.997836,2499.997836,40.00003462,3.68888032,1.602060367,0.05
13591,13591,MWROW1-5,16,2499.999894,2499.999894,64.00000271,4.158883126,1.806179992,0.05
13592,13592,MWROW1-5,10,2499.99885,2499.99885,40.0000184,3.688879914,1.602060191,0.05
13593,13593,MWROW1-5,16,2500.005685,2500.005685,63.99985446,4.158880809,1.806178986,0.05
13594,13594,MWROW1-5,12,3107.803574,3107.803574,38.61247892,3.653575512,1.586727684,0.05
13595,13595,MWROW1-5,8,2475.683426,2475.683426,32.31430932,3.475510145,1.509394878,0.05
13596,13596,MWROW1-5,2,2474.615627,2474.615627,8.082063243,2.089647192,0.907522245,0.05
13597,13597,MWROW1-5,10,2499.998446,2499.998446,40.00002486,3.688880076,1.602060261,0.05
13598,13598,MWROW1-5,4,2458.419398,2458.419398,16.27061682,2.789360832,1.211404017,0.05
13599,13599,MWROW1-5,16,2475.675331,2475.675331,64.62882996,4.168660595,1.810426294,0.05
13600,13600,MWROW1-5,14,2464.573372,2464.573372,56.80496332,4.039623704,1.754386284,0.05
13601,13601,MWROW1-5,22,2500.000247,2500.000247,87.99999131,4.477336716,1.944482629,0.05
13602,13602,MWROW1-5,30,2499.996934,2499.996934,120.0001472,4.787492969,2.079181779,0.05
13603,13603,MWROW1-5,22,2500.000556,2500.000556,87.99998043,4.477336592,1.944482576,0.05
13604,13604,MWROW1-5,18,2499.998554,2499.998554,72.00004164,4.276666697,1.857332748,0.05
13605,13605,MWROW1-5,18,2499.9983,2499.9983,72.00004896,4.276666799,1.857332792,0.05
13606,13606,MWROW1-5,18,2499.999937,2499.999937,72.00000181,4.276666144,1.857332507,0.05
13607,13607,MWROW1-5,18,2499.995458,2499.995458,72.00013081,4.276667936,1.857333285,0.05
13608,13608,MWROW1-5,14,2499.998099,2499.998099,56.00004258,4.025352451,1.748188357,0.05
13609,13609,MWROW1-5,24,2462.190785,2462.190785,97.47416872,4.579587407,1.98888954,0.05
13610,13610,MWROW1-5,10,2499.983842,2499.983842,40.00025853,3.688885917,1.602062798,0.05
13611,13611,MWROW1-5,28,2497.332284,2497.332284,112.1196413,4.719566527,2.0496817,0.05
13612,13612,MWROW1-5,2,2483.882978,2483.882978,8.051909119,2.085909221,0.905898864,0.05
13613,13613,MWROW1-5,0,2499.999724,2499.999724,0,#NAME?,#NAME?,0.05
13614,13614,MWROW1-5,0,2455.464721,2455.464721,0,#NAME?,#NAME?,0.05
13615,13615,MWROW1-5,16,2473.971266,2473.971266,64.67334613,4.169349156,1.810725331,0.05
13616,13616,MWROW1-5,10,2474.509456,2474.509456,40.41205006,3.699128009,1.606510882,0.05
13617,13617,MWROW1-5,20,2459.147795,2459.147795,81.32898739,4.398502501,1.910245365,0.05
13618,13618,MWROW1-5,8,2499.999365,2499.999365,32.00000813,3.465736157,1.505150089,0.05
13619,13619,MWROW1-5,12,2500.001261,2500.001261,47.99997579,3.871200507,1.681241018,0.05
13620,13620,MWROW1-5,30,2499.999672,2499.999672,120.0000157,4.787491874,2.079181303,0.05
13621,13621,MWROW1-5,18,2500.001484,2500.001484,71.99995726,4.276665525,1.857332239,0.05
13622,13622,MWROW1-5,52,4628.231182,4628.231182,112.3539382,4.721654051,2.0505883,0.05
13623,13623,MWROW1-5,14,2499.997978,2499.997978,56.00004529,4.0253525,1.748188378,0.05
13624,13624,MWROW1-5,8,2500.002861,2500.002861,31.99996338,3.465734758,1.505149481,0.05
13625,13625,MWROW1-5,6,2499.999449,2499.999449,24.00000529,3.178054051,1.380211337,0.05
13626,13626,MWROW1-5,10,2500.003676,2500.003676,39.99994118,3.688877984,1.602059353,0.05
13627,13627,MWROW1-5,40,2500.000025,2500.000025,159.9999984,5.075173805,2.204119978,0.05
13628,13628,MWROW1-5,18,2500.000316,2500.000316,71.9999909,4.276665993,1.857332442,0.05
13629,13629,MWROW1-5,2,2458.467709,2458.467709,8.135148543,2.096194,0.910365487,0.05
13630,13630,MWROW1-5,10,2500.000203,2500.000203,39.99999675,3.688879373,1.602059956,0.05
13631,13631,MWROW1-5,24,2499.999283,2499.999283,96.00002753,4.564348478,1.982271358,0.05
13632,13632,MWROW1-5,34,2499.998337,2499.998337,136.0000905,4.912655551,2.133539197,0.05
13633,13633,MWROW1-5,22,2500.001469,2500.001469,87.99994829,4.477336227,1.944482417,0.05
13634,13634,MWROW1-5,12,2500.000403,2500.000403,47.99999226,3.87120085,1.681241167,0.05
13635,13635,MWROW1-5,24,2500.001072,2500.001072,95.99995884,4.564347763,1.982271047,0.05
13636,13636,MWROW1-5,32,2465.567101,2465.567101,129.7875851,4.865899154,2.113233152,0.05
13637,13637,MWROW1-5,20,2499.997837,2499.997837,80.00006922,4.3820275,1.903090363,0.05
13638,13638,MWROW1-5,16,2500.000565,2500.000565,63.99998554,4.158882857,1.806179876,0.05
13639,13639,MWROW1-5,20,2499.999513,2499.999513,80.00001558,4.382026829,1.903090072,0.05
13640,13640,MWROW1-5,16,2500.003496,2500.003496,63.9999105,4.158881685,1.806179367,0.05
13641,13641,MWROW1-5,42,2500.002794,2500.002794,167.9998122,5.123962862,2.225308796,0.05
13642,13642,MWROW1-5,8,2499.998891,2499.998891,32.0000142,3.465736346,1.505150171,0.05
13643,13643,MWROW1-5,2,2500.000705,2500.000705,7.999997744,2.07944126,0.903089865,0.05
13644,13644,MWROW1-5,4,2500.002144,2500.002144,15.99998628,2.772587865,1.20411961,0.05
13645,13645,MWROW1-5,12,2499.999584,2499.999584,48.00000799,3.871201177,1.68124131,0.05
13646,13646,MWROW1-5,14,2474.533148,2474.533148,56.57632839,4.035590671,1.75263476,0.05
13647,13647,MWROW1-5,0,2474.533148,2474.533148,0,#NAME?,#NAME?,0.05
13648,13648,MWROW1-5,20,2471.276042,2471.276042,80.92985025,4.393582733,1.908108737,0.05
13649,13649,MWROW1-5,12,2500.001453,2500.001453,47.9999721,3.87120043,1.681240985,0.05
13650,13650,MWROW1-5,4,2499.998987,2499.998987,16.00000648,2.772589127,1.204120159,0.05
13651,13651,MWROW1-5,28,2499.999479,2499.999479,112.0000233,4.71849908,2.049218113,0.05
13652,13652,MWROW1-5,26,2500.001544,2500.001544,103.9999358,4.644390282,2.017033071,0.05
13653,13653,MWROW1-5,18,2499.999026,2499.999026,72.00002805,4.276666509,1.857332666,0.05
13654,13654,MWROW1-5,14,2500.002962,2500.002962,55.99993365,4.025350506,1.748187512,0.05
13655,13655,MWROW1-5,10,2500.001511,2500.001511,39.99997582,3.68887885,1.602059729,0.05
13656,13656,MWROW1-5,52,4572.545423,4572.545423,113.7222164,4.733758776,2.055845315,0.05
13657,13657,MWROW1-5,24,2500.000071,2500.000071,95.99999727,4.564348163,1.982271221,0.05
13658,13658,MWROW1-5,28,2499.998252,2499.998252,112.0000783,4.71849957,2.049218326,0.05
13659,13659,MWROW1-5,16,2500.002696,2500.002696,63.99993098,4.158882005,1.806179506,0.05
13660,13660,MWROW1-5,28,2500.001611,2500.001611,111.9999278,4.718498227,2.049217743,0.05
13661,13661,MWROW1-5,20,2499.999705,2499.999705,80.00000944,4.382026753,1.903090038,0.05
13662,13662,MWROW1-5,8,2476.243523,2476.243523,32.3070002,3.475283931,1.509296634,0.05
13663,13663,MWROW1-5,24,2499.998423,2499.998423,96.00006056,4.564348822,1.982271507,0.05
13664,13664,MWROW1-5,10,2478.1295,2478.1295,40.35301626,3.697666144,1.605876002,0.05
13665,13665,MWROW1-5,6,2500.001347,2500.001347,23.99998707,3.178053292,1.380211008,0.05
13666,13666,MWROW1-5,22,2499.997348,2499.997348,88.00009335,4.477337875,1.944483133,0.05
13667,13667,MWROW1-5,28,2500.002838,2500.002838,111.9998729,4.718497736,2.04921753,0.05
13668,13668,MWROW1-5,22,2500.00244,2500.00244,87.99991411,4.477335838,1.944482248,0.05
13669,13669,MWROW1-5,24,2500.001259,2500.001259,95.99995165,4.564347688,1.982271014,0.05
13670,13670,MWROW1-5,12,2499.998084,2499.998084,48.00003679,3.871201777,1.68124157,0.05
13671,13671,MWROW1-5,4,2499.999359,2499.999359,16.0000041,2.772588979,1.204120094,0.05
13672,13672,MWROW1-5,8,2474.818457,2474.818457,32.32560343,3.475859592,1.509546641,0.05
13673,13673,MWROW1-5,20,2500.000595,2500.000595,79.99998096,4.382026397,1.903089884,0.05
13674,13674,MWROW1-5,36,2499.999925,2499.999925,144.0000043,4.96981333,2.158362505,0.05
13675,13675,MWROW1-5,8,2499.997915,2499.997915,32.00002669,3.465736737,1.505150341,0.05
13676,13676,MWROW1-5,16,2499.997928,2499.997928,64.00005304,4.158883912,1.806180334,0.05
13677,13677,MWROW1-5,14,2499.999837,2499.999837,56.00000365,4.025351756,1.748188055,0.05
13678,13678,MWROW1-5,10,2488.959673,2488.959673,40.17742878,3.693305365,1.60398214,0.05
13679,13679,MWROW1-5,26,2500.000469,2500.000469,103.9999805,4.644390712,2.017033258,0.05
13680,13680,MWROW1-5,10,2499.998152,2499.998152,40.00002957,3.688880193,1.602060312,0.05
13681,13681,MWROW1-5,14,2500.001025,2500.001025,55.99997704,4.025351281,1.748187849,0.05
13682,13682,MWROW1-5,24,2471.991525,2471.991525,97.0877115,4.575614812,1.987164264,0.05
13683,13683,MWROW1-5,14,2500.000105,2500.000105,55.99999765,4.025351649,1.748188009,0.05
13684,13684,MWROW1-5,40,2470.361602,2470.361602,161.9196152,5.08710001,2.209299463,0.05
13685,13685,MWROW1-5,12,2500.000886,2500.000886,47.99998299,3.871200657,1.681241083,0.05
13686,13686,MWROW1-5,18,2657.559949,2657.559949,67.7313037,4.215548461,1.830789435,0.05
13687,13687,MWROW1-5,12,2465.69016,2465.69016,48.66791536,3.885019991,1.687242744,0.05
13688,13688,MWROW1-5,18,2481.678293,2481.678293,72.5315608,4.284021789,1.860527023,0.05
13689,13689,MWROW1-5,14,2500.00009,2500.00009,55.99999798,4.025351655,1.748188011,0.05
13690,13690,MWROW1-5,0,2454.001957,2454.001957,0,#NAME?,#NAME?,0.05
13691,13691,MWROW1-5,16,2500.002307,2500.002307,63.99994094,4.158882161,1.806179573,0.05
13692,13692,MWROW1-5,6,2491.566525,2491.566525,24.0812354,3.181432923,1.381678763,0.05
13693,13693,MWROW1-5,6,2500.007145,2500.007145,23.99993141,3.178050972,1.38021,0.05
13694,13694,MWROW1-5,12,2499.9984,2499.9984,48.00003072,3.871201651,1.681241515,0.05
13695,13695,MWROW1-5,24,2477.823913,2477.823913,96.85918307,4.573258203,1.986140802,0.05
13696,13696,MWROW1-5,6,2459.493078,2459.493078,24.39527093,3.194389299,1.387305646,0.05
13697,13697,MWROW1-5,18,2499.998053,2499.998053,72.00005607,4.276666898,1.857332835,0.05
13698,13698,MWROW1-5,22,2469.730949,2469.730949,89.07852902,4.489518329,1.949773037,0.05
13699,13699,MWROW1-5,6,2475.685772,2475.685772,24.23570902,3.187827125,1.38445573,0.05
13700,13700,MWROW1-5,14,2499.998226,2499.998226,56.00003974,4.0253524,1.748188335,0.05
13701,13701,MWROW1-5,14,2499.978512,2499.978512,56.00048134,4.025360286,1.74819176,0.05
13702,13702,MWROW1-5,4,2500.000466,2500.000466,15.99999702,2.772588536,1.204119902,0.05
13703,13703,MWROW1-5,10,2499.998088,2499.998088,40.00003059,3.688880219,1.602060323,0.05
13704,13704,MWROW1-5,28,2500.000907,2500.000907,111.9999594,4.718498508,2.049217865,0.05
13705,13705,MWROW1-5,14,2499.999757,2499.999757,56.00000544,4.025351788,1.748188069,0.05
13706,13706,MWROW1-5,10,2489.390116,2489.390116,40.17048166,3.693132439,1.603907039,0.05
13707,13707,MWROW1-5,4,2500.009589,2500.009589,15.99993863,2.772584887,1.204118317,0.05
13708,13708,MWROW1-5,18,2455.439017,2455.439017,73.30664649,4.29465128,1.865143353,0.05
13709,13709,MWROW1-5,20,2500.001819,2500.001819,79.99994179,4.382025907,1.903089671,0.05
13710,13710,MWROW1-5,20,2500.000465,2500.000465,79.99998512,4.382026449,1.903089906,0.05
13711,13711,MWROW1-5,8,2500.00154,2500.00154,31.99998029,3.465735287,1.505149711,0.05
13712,13712,MWROW1-5,12,2499.999927,2499.999927,48.0000014,3.87120104,1.68124125,0.05
13713,13713,MWROW1-5,6,2499.997093,2499.997093,24.00002791,3.178054993,1.380211747,0.05
13714,13714,MWROW1-5,0,2500.000683,2500.000683,0,#NAME?,#NAME?,0.05
13715,13715,MWROW1-5,0,2478.627184,2478.627184,0,#NAME?,#NAME?,0.05
13716,13716,MWROW1-5,8,2499.999425,2499.999425,32.00000736,3.465736133,1.505150078,0.05
13717,13717,MWROW1-5,10,2470.340737,2470.340737,40.4802457,3.700814095,1.60724314,0.05
13718,13718,MWROW1-5,16,2500.001358,2500.001358,63.99996524,4.15888254,1.806179738,0.05
13719,13719,MWROW1-5,14,2454.850224,2454.850224,57.02995589,4.043576672,1.756103036,0.05
13720,13720,MWROW1-5,24,2499.99883,2499.99883,96.00004493,4.564348659,1.982271436,0.05
13721,13721,MWROW1-5,14,2500.000807,2500.000807,55.99998192,4.025351368,1.748187887,0.05
13722,13722,MWROW1-5,10,2499.998405,2499.998405,40.00002552,3.688880092,1.602060268,0.05
13723,13723,MWROW1-5,38,2500.00235,2500.00235,151.9998571,5.023879581,2.18184318,0.05
13724,13724,MWROW1-5,2,2499.998349,2499.998349,8.000005283,2.079442202,0.903090274,0.05
13725,13725,MWROW1-5,16,2499.996388,2499.996388,64.00009247,4.158884528,1.806180601,0.05
13726,13726,MWROW1-5,4,2499.995733,2499.995733,16.00002731,2.772590429,1.204120724,0.05
