FID,PolygonID,HabType,CumEggs,PolygonAreaLL,PolygonAream2,EggDensityperHA,lnEggDensity,log10EggDensity
20623,20624,MWROW5-20,24,2497.882145,2497.882145,96.08139458,4.565195692,1.982639298
20624,20625,MWROW5-20,28,2499.997281,2499.997281,112.0001218,4.718499959,2.049218495
20625,20626,MWROW5-20,8,2500.23381,2500.23381,31.99700751,3.465642383,1.505109363
20626,20627,MWROW5-20,26,2499.998951,2499.998951,104.0000436,4.644391319,2.017033522
20627,20628,MWROW5-20,14,2816.862848,2816.862848,49.70068035,3.906018622,1.696362334
20628,20629,MWROW5-20,10,2489.363499,2489.363499,40.17091117,3.693143131,1.603911683
20629,20630,MWROW5-20,4,2500.000674,2500.000674,15.99999569,2.772588453,1.204119866
20630,20631,MWROW5-20,16,2500.001471,2500.001471,63.99996234,4.158882495,1.806179718
20631,20632,MWROW5-20,30,2496.643632,2496.643632,120.1613222,4.788835192,2.079764699
20632,20633,MWROW5-20,10,2499.998609,2499.998609,40.00002226,3.688880011,1.602060233
20633,20634,MWROW5-20,22,2499.998536,2499.998536,88.00005153,4.4773374,1.944482926
20634,20635,MWROW5-20,28,2500.00078,2500.00078,111.9999651,4.718498559,2.049217887
20635,20636,MWROW5-20,30,2477.409379,2477.409379,121.0942376,4.796569066,2.083123477
20636,20637,MWROW5-20,44,2499.995966,2499.995966,176.000284,5.170485609,2.245513369
20637,20638,MWROW5-20,40,2455.458998,2455.458998,162.9023333,5.093150839,2.211927305
20638,20639,MWROW5-20,36,2500.001461,2500.001461,143.9999158,4.969812715,2.158362238
20639,20640,MWROW5-20,44,2478.048201,2478.048201,177.5590966,5.179303492,2.249342927
20640,20641,MWROW5-20,78,2499.999131,2499.999131,312.0001085,5.743003535,2.494154745
20641,20642,MWROW5-20,40,2500.000511,2500.000511,159.9999673,5.075173611,2.204119894
20642,20643,MWROW5-20,72,2499.996897,2499.996897,288.0003575,5.662961721,2.459393027
20643,20644,MWROW5-20,58,2500.002203,2500.002203,231.9997956,5.44673649,2.365487602
20644,20645,MWROW5-20,40,2500.001018,2500.001018,159.9999348,5.075173408,2.204119806
20645,20646,MWROW5-20,64,2500.000029,2500.000029,255.999997,5.545177433,2.40823996
20646,20647,MWROW5-20,68,2499.999672,2499.999672,272.0000357,5.605802197,2.434568961
20647,20648,MWROW5-20,68,2412.163904,2412.163904,281.9045583,5.641568568,2.450102098
20648,20649,MWROW5-20,30,2499.998851,2499.998851,120.0000552,4.787492202,2.079181446
20649,20650,MWROW5-20,34,2500.000321,2500.000321,135.9999825,4.912654757,2.133538853
20650,20651,MWROW5-20,34,2466.480256,2466.480256,137.8482553,4.926153481,2.139401274
20651,20652,MWROW5-20,14,2499.997884,2499.997884,56.0000474,4.025352537,1.748188395
20652,20653,MWROW5-20,58,2500.000949,2500.000949,231.9999119,5.446736992,2.36548782
20653,20654,MWROW5-20,124,3975.928266,3975.928266,311.8768542,5.742608412,2.493983145
20654,20655,MWROW5-20,26,2500.000887,2500.000887,103.9999631,4.644390544,2.017033185
20655,20656,MWROW5-20,16,2499.998515,2499.998515,64.00003802,4.158883677,1.806180232
20656,20657,MWROW5-20,44,2500.000446,2500.000446,175.9999686,5.170483817,2.24551259
20657,20658,MWROW5-20,36,2499.99582,2499.995819,144.0002408,4.969814972,2.158363218
20658,20659,MWROW5-20,26,2499.999119,2499.999119,104.0000366,4.644391252,2.017033492
20659,20660,MWROW5-20,46,2500.002313,2500.002313,183.9998298,5.214934832,2.264817421
20660,20661,MWROW5-20,32,2455.686753,2455.686753,130.3097798,4.869914537,2.114977011
20661,20662,MWROW5-20,38,2499.998698,2499.998698,152.0000792,5.023881042,2.181843814
20662,20663,MWROW5-20,24,2499.99834,2499.99834,96.00006374,4.564348855,1.982271521
20663,20664,MWROW5-20,32,2500.000841,2500.000841,127.9999569,4.852029928,2.107209824
20664,20665,MWROW5-20,16,2500.000841,2500.000841,63.99997847,4.158882747,1.806179828
20665,20666,MWROW5-20,32,2488.342472,2488.342472,128.5996617,4.856704181,2.109239826
20666,20667,MWROW5-20,14,2488.341126,2488.341126,56.26238241,4.030026149,1.750218118
20667,20668,MWROW5-20,38,2500.003035,2500.003035,151.9998155,5.023879307,2.181843061
20668,20669,MWROW5-20,46,2500.000451,2500.000451,183.9999668,5.214935577,2.264817745
20669,20670,MWROW5-20,60,2500.002789,2500.002789,239.9997323,5.480637808,2.380210757
20670,20671,MWROW5-20,86,2483.317312,2483.317312,346.3109591,5.847337097,2.539466235
20671,20672,MWROW5-20,58,2500.000893,2500.000893,231.9999171,5.446737014,2.36548783
20672,20673,MWROW5-20,36,2471.951465,2471.951465,145.6339273,4.981096126,2.163262561
20673,20674,MWROW5-20,48,2500.003433,2500.003433,191.9997363,5.257493999,2.283300632
20674,20675,MWROW5-20,50,2499.997978,2499.997978,200.0001618,5.298318175,2.301030347
20675,20676,MWROW5-20,48,2499.996689,2499.996689,192.0002543,5.257496696,2.283301804
20676,20677,MWROW5-20,60,2468.147127,2468.147127,243.0973395,5.493461937,2.385780206
20677,20678,MWROW5-20,54,2481.078692,2481.078692,217.6472684,5.382875717,2.337753221
20678,20679,MWROW5-20,70,2487.671648,2487.671648,281.3876182,5.639733143,2.449304983
20679,20680,MWROW5-20,56,2499.983209,2499.983209,224.0015045,5.411652768,2.350250935
20680,20681,MWROW5-20,50,3331.535488,3331.535488,150.0809467,5.011174793,2.176325561
20681,20682,MWROW5-20,20,2499.998709,2499.998709,80.00004131,4.382027151,1.903090211
20682,20683,MWROW5-20,22,2500.00306,2500.00306,87.99989229,4.47733559,1.944482141
20683,20684,MWROW5-20,24,2470.776084,2470.776084,97.13547154,4.576106618,1.987377853
20684,20685,MWROW5-20,26,2499.986858,2499.986858,104.0005467,4.644396156,2.017035622
20685,20686,MWROW5-20,22,2499.996437,2499.996437,88.00012542,4.47733824,1.944483291
20686,20687,MWROW5-20,50,2836.900251,2836.900251,176.2487066,5.171896103,2.246125939
20687,20688,MWROW5-20,48,2488.877184,2488.877184,192.8580498,5.261954425,2.285237771
20688,20689,MWROW5-20,40,2499.999772,2499.999772,160.0000146,5.075173906,2.204120022
20689,20690,MWROW5-20,8,2451.231591,2451.231591,32.6366551,3.485436046,1.513705642
20690,20691,MWROW5-20,20,2500.002838,2500.002838,79.99990918,4.382025499,1.903089494
20691,20692,MWROW5-20,10,2500.002106,2500.002106,39.9999663,3.688878612,1.602059625
20692,20693,MWROW5-20,20,2499.997722,2499.997722,80.0000729,4.382027546,1.903090383
20693,20694,MWROW5-20,34,2500.001662,2500.001662,135.9999096,4.912654221,2.13353862
20694,20695,MWROW5-20,24,2472.232396,2472.232396,97.07825219,4.575517377,1.987121949
20695,20696,MWROW5-20,64,2499.986139,2499.986139,256.0014194,5.545182989,2.408242373
20696,20697,MWROW5-20,44,2499.99824,2499.99824,176.0001239,5.170484699,2.245512974
20697,20698,MWROW5-20,44,2500.001525,2500.001525,175.9998926,5.170483385,2.245512403
20698,20699,MWROW5-20,60,2499.998099,2499.998099,240.0001825,5.480639684,2.380211572
20699,20700,MWROW5-20,46,2499.998869,2499.998869,184.0000832,5.21493621,2.264818019
20700,20701,MWROW5-20,6,2500.003066,2500.003066,23.99997057,3.178052604,1.380210709
20701,20702,MWROW5-20,6,2500.000538,2500.000538,23.99999484,3.178053615,1.380211148
20702,20703,MWROW5-20,2,2470.337633,2470.337633,8.096059313,2.091377439,0.908273681
20703,20704,MWROW5-20,16,2500.000966,2500.000966,63.99997527,4.158882697,1.806179806
20704,20705,MWROW5-20,8,2500.000661,2500.000661,31.99999154,3.465735638,1.505149863
20705,20706,MWROW5-20,18,2500.000324,2500.000324,71.99999067,4.276665989,1.85733244
20706,20707,MWROW5-20,26,2475.38098,2475.38098,105.034337,4.654287316,2.021331298
20707,20708,MWROW5-20,28,2500.000422,2500.000422,111.9999811,4.718498702,2.049217949
20708,20709,MWROW5-20,28,2499.995368,2499.995368,112.0002075,4.718500724,2.049218827
20709,20710,MWROW5-20,32,2481.499714,2481.499714,128.9542764,4.859457895,2.110435749
20710,20711,MWROW5-20,8,2497.428055,2497.428055,32.0329548,3.46676521,1.505597001
20711,20712,MWROW5-20,10,2499.167382,2499.167382,40.01332633,3.689212557,1.602204656
20712,20713,MWROW5-20,6,2468.834939,2468.834939,24.30296131,3.190598207,1.385659195
20713,20714,MWROW5-20,24,4852.281085,4852.281085,49.46127312,3.901190002,1.694265291
20714,20715,MWROW5-20,40,2433.360913,2433.360913,164.3816985,5.102191154,2.215853464
20715,20716,MWROW5-20,40,2500.006577,2500.006577,159.9995791,5.075171184,2.20411884
20716,20717,MWROW5-20,38,2460.434434,2460.434434,154.44427,5.039833319,2.1887718
20717,20718,MWROW5-20,48,2500.004431,2500.004431,191.9996597,5.2574936,2.283300459
20718,20719,MWROW5-20,56,2456.021176,2456.021176,228.0110634,5.429394151,2.35795592
20719,20720,MWROW5-20,44,2500.000201,2500.000201,175.9999858,5.170483915,2.245512633
20720,20721,MWROW5-20,12,2500.000201,2500.000201,47.99999614,3.871200931,1.681241202
20721,20722,MWROW5-20,12,2487.710784,2487.710784,48.23711855,3.876128819,1.683381357
20722,20723,MWROW5-20,16,2500.000369,2500.000369,63.99999055,4.158882936,1.80617991
20723,20724,MWROW5-20,12,2483.125377,2483.125377,48.32619453,3.877973743,1.684182598
20724,20725,MWROW5-20,4,2500.001416,2500.001416,15.99999094,2.772588156,1.204119737
20725,20726,MWROW5-20,4,2452.485575,2452.485575,16.3099838,2.791777423,1.21245353
20726,20727,MWROW5-20,4,2499.997508,2499.997508,16.00001595,2.772589719,1.204120416
20727,20728,MWROW5-20,4,2499.999731,2499.999731,16.00000172,2.77258883,1.204120029
20728,20729,MWROW5-20,16,2487.691496,2487.691496,64.31665673,4.163818645,1.808323461
20729,20730,MWROW5-20,20,2500.000376,2500.000376,79.99998797,4.382026484,1.903089922
20730,20731,MWROW5-20,12,2479.216366,2479.216366,48.40239103,3.879549214,1.684866816
20731,20732,MWROW5-20,10,2500.003969,2500.003969,39.9999365,3.688877867,1.602059302
20732,20733,MWROW5-20,48,2500.002009,2500.002009,191.9998457,5.257494568,2.28330088
20733,20734,MWROW5-20,42,2500.000867,2500.000867,167.9999417,5.123963633,2.225309131
20734,20735,MWROW5-20,54,2499.998343,2499.998343,216.0001432,5.37527907,2.334454039
20735,20736,MWROW5-20,38,2500.000867,2500.000867,151.9999473,5.023880174,2.181843437
20736,20737,MWROW5-20,38,2500.000772,2500.000772,151.9999531,5.023880212,2.181843454
20737,20738,MWROW5-20,50,2500.002103,2500.002103,199.9998318,5.298316525,2.30102963
20738,20739,MWROW5-20,34,2476.573442,2476.573442,137.2864597,4.922069689,2.137627706
20739,20740,MWROW5-20,44,2499.999597,2499.999597,176.0000284,5.170484156,2.245512738
20740,20741,MWROW5-20,50,2500.000613,2500.000613,199.999951,5.298317121,2.301029889
20741,20742,MWROW5-20,54,2499.999762,2499.999762,216.0000206,5.375278503,2.334453792
20742,20743,MWROW5-20,48,2499.993576,2499.993576,192.0004934,5.257497942,2.283302345
20743,20744,MWROW5-20,22,2500.001296,2500.001296,87.99995438,4.477336296,1.944482447
20744,20745,MWROW5-20,24,2499.996331,2499.996331,96.00014089,4.564349659,1.98227187
20745,20746,MWROW5-20,46,2499.998313,2499.998313,184.0001242,5.214936432,2.264818116
20746,20747,MWROW5-20,46,2500.00098,2500.00098,183.9999279,5.214935366,2.264817653
20747,20748,MWROW5-20,66,2499.970181,2499.970181,264.0031489,5.575961031,2.421609107
20748,20749,MWROW5-20,88,2472.044396,2472.044396,355.9806618,5.874876408,2.551426406
20749,20750,MWROW5-20,76,2500.002383,2500.002383,303.9997102,5.717026748,2.48287317
20750,20751,MWROW5-20,62,2500.001721,2500.001721,247.9998293,5.513428058,2.394451382
20751,20752,MWROW5-20,88,2500.002076,2500.002076,351.9997077,5.863630345,2.546542303
20752,20753,MWROW5-20,58,2499.998479,2499.998479,232.0001411,5.44673798,2.365488249
20753,20754,MWROW5-20,28,2498.048676,2498.048676,112.0874876,4.719279706,2.049557135
20754,20755,MWROW5-20,36,2499.999709,2499.999709,144.0000168,4.969813416,2.158362543
20755,20756,MWROW5-20,28,2499.999109,2499.999109,112.0000399,4.718499228,2.049218177
20756,20757,MWROW5-20,32,2499.996837,2499.996837,128.0001619,4.852031529,2.107210519
20757,20758,MWROW5-20,8,2499.999034,2499.999034,32.00001236,3.465736289,1.505150146
20758,20759,MWROW5-20,30,2500.00172,2500.00172,119.9999174,4.787491055,2.079180947
20759,20760,MWROW5-20,52,2499.998409,2499.998409,208.0001324,5.337538716,2.318063611
20760,20761,MWROW5-20,36,2499.997972,2499.997971,144.0001169,4.969814111,2.158362845
20761,20762,MWROW5-20,32,2500.00061,2500.00061,127.9999688,4.85203002,2.107209864
20762,20763,MWROW5-20,80,2500.000012,2500.000012,319.9999985,5.768320991,2.505149976
20763,20764,MWROW5-20,78,2500.000992,2500.000992,311.9998762,5.743002791,2.494154422
20764,20765,MWROW5-20,72,2454.338431,2454.338431,293.358076,5.681393965,2.467398049
20765,20766,MWROW5-20,60,2500.001744,2500.001744,239.9998326,5.480638226,2.380210939
20766,20767,MWROW5-20,46,2499.996383,2499.996383,184.0002662,5.214937204,2.264818451
20767,20768,MWROW5-20,44,2499.998311,2499.998311,176.0001189,5.170484671,2.245512961
20768,20769,MWROW5-20,12,2500.009924,2500.009924,47.99980946,3.871197041,1.681239513
20769,20770,MWROW5-20,32,2499.99294,2499.99294,128.0003615,4.852033088,2.107211196
20770,20771,MWROW5-20,28,2500.000326,2500.000326,111.9999854,4.718498741,2.049217966
20771,20772,MWROW5-20,38,2499.999642,2499.999642,152.0000218,5.023880664,2.18184365
20772,20773,MWROW5-20,32,2499.999582,2499.999582,128.0000214,4.852030431,2.107210042
20773,20774,MWROW5-20,32,2500.000483,2500.000483,127.9999753,4.852030071,2.107209886
20774,20775,MWROW5-20,4,2600.81561,2600.81561,15.3797908,2.733054362,1.186950428
20775,20776,MWROW5-20,16,2499.979074,2499.979074,64.00053571,4.158891454,1.806183609
20776,20777,MWROW5-20,14,2500.010224,2500.010224,55.99977098,4.025347601,1.748186251
20777,20778,MWROW5-20,14,2500.000088,2500.000088,55.99999803,4.025351656,1.748188012
20778,20779,MWROW5-20,10,2468.700845,2468.700845,40.50713565,3.701478147,1.607531534
20779,20780,MWROW5-20,8,2499.99745,2499.99745,32.00003264,3.465736923,1.505150421
20780,20781,MWROW5-20,18,2500.015788,2500.015788,71.99954531,4.276659804,1.857329754
20781,20782,MWROW5-20,12,2500.00134,2500.00134,47.99997427,3.871200475,1.681241005
20782,20783,MWROW5-20,16,2488.528841,2488.528841,64.29501534,4.163482106,1.808177304
20783,20784,MWROW5-20,12,2456.099681,2456.099681,48.85795187,3.888917147,1.688935257
20784,20785,MWROW5-20,54,4807.646794,4807.646794,112.3210633,4.721361407,2.050461206
20785,20786,MWROW5-20,24,2500.003326,2500.003326,95.99987228,4.564346861,1.982270655
20786,20787,MWROW5-20,20,2500.00076,2500.00076,79.99997568,4.382026331,1.903089855
20787,20788,MWROW5-20,44,2499.996386,2499.996386,176.0002544,5.170485441,2.245513296
20788,20789,MWROW5-20,20,2499.968123,2499.968123,80.00102008,4.382039386,1.903095525
20789,20790,MWROW5-20,38,2499.999987,2499.999987,152.0000008,5.023880526,2.18184359
20790,20791,MWROW5-20,12,2453.707177,2453.707177,48.90559115,3.889891728,1.689358513
20791,20792,MWROW5-20,18,2500.338438,2500.338438,71.9902543,4.276530753,1.857273708
20792,20793,MWROW5-20,18,2499.997111,2499.997111,72.0000832,4.276667275,1.857332998
20793,20794,MWROW5-20,42,2499.999479,2499.999479,168.000035,5.123964188,2.225309372
20794,20795,MWROW5-20,44,2500.002938,2500.002938,175.9997932,5.17048282,2.245512157
20795,20796,MWROW5-20,36,2500.000067,2500.000067,143.9999961,4.969813273,2.15836248
20796,20797,MWROW5-20,26,2499.999178,2499.999178,104.0000342,4.644391228,2.017033482
20797,20798,MWROW5-20,16,2499.999204,2499.999204,64.00002038,4.158883402,1.806180112
20798,20799,MWROW5-20,10,2500.000915,2500.000915,39.99998536,3.688879088,1.602059832
20799,20800,MWROW5-20,10,2500.002687,2500.002687,39.99995701,3.688878379,1.602059525
20800,20801,MWROW5-20,6,2493.176083,2493.176083,24.06568891,3.180787129,1.381398298
20801,20802,MWROW5-20,46,2499.998753,2499.998753,184.0000918,5.214936256,2.26481804
20802,20803,MWROW5-20,18,2500.002265,2500.002265,71.99993477,4.276665213,1.857332103
20803,20804,MWROW5-20,34,2499.99676,2499.99676,136.0001763,4.912656182,2.133539471
20804,20805,MWROW5-20,24,2499.999889,2499.999889,96.00000426,4.564348236,1.982271252
20805,20806,MWROW5-20,22,2500.002569,2500.002569,87.99990957,4.477335787,1.944482226
20806,20807,MWROW5-20,20,2483.213871,2483.213871,80.54078722,4.38876373,1.90601587
20807,20808,MWROW5-20,36,2500.002652,2500.002652,143.9998472,4.969812239,2.158362031
20808,20809,MWROW5-20,24,2479.537396,2479.537396,96.79224858,4.572566914,1.985840579
20809,20810,MWROW5-20,14,2499.998883,2499.998883,56.00002502,4.025352138,1.748188221
20810,20811,MWROW5-20,10,2500.001702,2500.001702,39.99997277,3.688878773,1.602059696
20811,20812,MWROW5-20,12,2500.000916,2500.000916,47.99998241,3.871200645,1.681241078
20812,20813,MWROW5-20,30,2522.185211,2522.185211,118.9444767,4.778656802,2.07534428
20813,20814,MWROW5-20,48,2500.000774,2500.000774,191.9999406,5.257495062,2.283301094
20814,20815,MWROW5-20,12,2463.717868,2463.717868,48.70687572,3.885820205,1.687590273
20815,20816,MWROW5-20,26,2479.182828,2479.182828,104.8732659,4.65275263,2.020664793
20816,20817,MWROW5-20,30,2499.998233,2499.998233,120.0000848,4.78749245,2.079181553
20817,20818,MWROW5-20,20,2487.651146,2487.651146,80.39712494,4.386978416,1.905240518
20818,20819,MWROW5-20,8,2500.002837,2500.002837,31.99996369,3.465734768,1.505149485
20819,20820,MWROW5-20,16,2464.986029,2464.986029,64.90909,4.172987676,1.812305521
20820,20821,MWROW5-20,18,2500.004436,2500.004436,71.99987224,4.276664345,1.857331726
20821,20822,MWROW5-20,38,2500.005641,2500.005641,151.999657,5.023878264,2.181842608
20822,20823,MWROW5-20,32,2466.966574,2466.966574,129.7139586,4.865331708,2.112986713
20823,20824,MWROW5-20,76,2485.388449,2485.388449,305.7872102,5.722889468,2.485419317
20824,20825,MWROW5-20,124,2500.001599,2500.001599,495.9996828,6.206575287,2.695481399
20825,20826,MWROW5-20,50,2500.002662,2500.002662,199.999787,5.298316302,2.301029533
20826,20827,MWROW5-20,40,2499.997726,2499.997726,160.0001455,5.075174725,2.204120378
20827,20828,MWROW5-20,20,2470.646402,2470.646402,80.95047508,4.393837549,1.908219402
20828,20829,MWROW5-20,10,2499.999845,2499.999845,40.00000248,3.688879516,1.602060018
20829,20830,MWROW5-20,20,2499.997868,2499.997868,80.00006822,4.382027487,1.903090357
20830,20831,MWROW5-20,26,2500.005416,2500.005416,103.9997747,4.644388733,2.017032398
20831,20832,MWROW5-20,24,2500.009912,2500.009912,95.99961938,4.564344227,1.982269511
20832,20833,MWROW5-20,16,2500.004848,2500.004848,63.99987589,4.158881144,1.806179132
20833,20834,MWROW5-20,12,2499.996304,2499.996304,48.00007096,3.871202489,1.681241879
20834,20835,MWROW5-20,68,2500.00039,2500.00039,271.9999576,5.60580191,2.434568836
20835,20836,MWROW5-20,48,2499.994208,2499.994208,192.0004448,5.257497689,2.283302235
20836,20837,MWROW5-20,50,2486.563526,2486.563526,201.0807264,5.303706451,2.303370445
20837,20838,MWROW5-20,44,2499.982318,2499.982318,176.0012448,5.170491068,2.24551574
20838,20839,MWROW5-20,68,2499.996963,2499.996963,272.0003304,5.605803281,2.434569432
20839,20840,MWROW5-20,70,2500.000765,2500.000765,279.9999143,5.634789297,2.447157898
20840,20841,MWROW5-20,92,2499.997562,2499.997562,368.0003589,5.908083913,2.565848242
20841,20842,MWROW5-20,58,2500.001302,2500.001302,231.9998792,5.446736851,2.365487759
20842,20843,MWROW5-20,22,2500.0028,2500.0028,87.99990144,4.477335694,1.944482186
20843,20844,MWROW5-20,40,2500.001332,2500.001332,159.9999148,5.075173282,2.204119751
20844,20845,MWROW5-20,28,2499.997752,2499.997752,112.0001007,4.71849977,2.049218413
20845,20846,MWROW5-20,26,2499.998525,2499.998525,104.0000614,4.644391489,2.017033596
20846,20847,MWROW5-20,46,2484.033797,2484.033797,185.1826656,5.22134272,2.267600331
20847,20848,MWROW5-20,50,2499.998067,2499.998067,200.0001546,5.29831814,2.301030331
20848,20849,MWROW5-20,52,2500.003067,2500.003067,207.9997448,5.337536853,2.318062802
20849,20850,MWROW5-20,40,2480.852396,2480.852396,161.2349048,5.082862338,2.207459066
20850,20851,MWROW5-20,36,2491.682225,2491.682225,144.4807032,4.973145957,2.159809847
20851,20852,MWROW5-20,28,2499.998232,2499.998232,112.0000792,4.718499578,2.04921833
20852,20853,MWROW5-20,40,2499.997279,2499.997279,160.0001741,5.075174904,2.204120455
20853,20854,MWROW5-20,30,2500.00074,2500.00074,119.9999645,4.787491447,2.079181117
20854,20855,MWROW5-20,42,2499.999307,2499.999307,168.0000466,5.123964257,2.225309402
20855,20856,MWROW5-20,16,2500.003486,2500.003486,63.99991076,4.158881689,1.806179368
20856,20857,MWROW5-20,24,2499.996144,2499.996144,96.00014807,4.564349734,1.982271903
20857,20858,MWROW5-20,32,2500.000613,2500.000613,127.9999686,4.852030019,2.107209863
20858,20859,MWROW5-20,16,2500.00021,2500.00021,63.99999462,4.158882999,1.806179938
20859,20860,MWROW5-20,16,2499.997654,2499.997654,64.00006006,4.158884022,1.806180382
20860,20861,MWROW5-20,40,2500.002969,2500.002969,159.99981,5.075172628,2.204119467
20861,20862,MWROW5-20,8,2500.000256,2500.000256,31.99999672,3.4657358,1.505149934
20862,20863,MWROW5-20,8,2490.270142,2490.270142,32.12502879,3.469635439,1.506843526
20863,20864,MWROW5-20,82,2500.00079,2500.00079,327.9998964,5.793013292,2.515873706
20864,20865,MWROW5-20,80,2499.997435,2499.997435,320.0003283,5.768322022,2.505150424
20865,20866,MWROW5-20,74,2462.192574,2462.192574,300.5451352,5.705597943,2.477909703
20866,20867,MWROW5-20,58,2500.001464,2500.001464,231.9998641,5.446736786,2.365487731
20867,20868,MWROW5-20,60,2500.00021,2500.00021,239.9999798,5.480638839,2.380211205
20868,20869,MWROW5-20,48,2500.000225,2500.000225,191.9999827,5.257495282,2.28330119
20869,20870,MWROW5-20,34,2483.641535,2483.641535,136.8957618,4.919219774,2.136390003
20870,20871,MWROW5-20,40,2499.999165,2499.999165,160.0000534,5.075174149,2.204120128
20871,20872,MWROW5-20,76,2270.204763,2270.204763,334.7715644,5.813448402,2.524748562
20872,20873,MWROW5-20,38,2465.481033,2465.481033,154.1281376,5.037784319,2.187881931
20873,20874,MWROW5-20,28,2499.998429,2499.998429,112.0000704,4.7184995,2.049218296
20874,20875,MWROW5-20,24,2465.437034,2465.437034,97.34582416,4.578269836,1.988317326
20875,20876,MWROW5-20,34,2499.994431,2499.994431,136.000303,4.912657113,2.133539876
20876,20877,MWROW5-20,14,2496.61243,2496.61243,56.07598453,4.026707638,1.748776907
20877,20878,MWROW5-20,14,2499.997762,2499.997762,56.00005013,4.025352586,1.748188416
20878,20879,MWROW5-20,28,2499.999192,2499.999192,112.0000362,4.718499194,2.049218163
20879,20880,MWROW5-20,58,2480.27562,2480.27562,233.8449789,5.454658412,2.368928049
20880,20881,MWROW5-20,42,2499.997453,2499.997453,168.0001712,5.123964998,2.225309724
20881,20882,MWROW5-20,18,2493.981405,2493.981405,72.17375384,4.27907646,1.858379294
20882,20883,MWROW5-20,12,2499.9964,2499.9964,48.00006912,3.871202451,1.681241863
20883,20884,MWROW5-20,58,2500.000003,2500.000003,231.9999997,5.44673737,2.365487984
20884,20885,MWROW5-20,70,2499.997794,2499.997794,280.0002471,5.634790486,2.447158415
20885,20886,MWROW5-20,58,2499.999275,2499.999275,232.0000673,5.446737662,2.365488111
20886,20887,MWROW5-20,74,2499.999313,2499.999313,296.0000813,5.690359729,2.47129183
20887,20888,MWROW5-20,58,2459.686908,2459.686908,235.802369,5.462994035,2.372548164
20888,20889,MWROW5-20,48,2469.237311,2469.237311,194.3920084,5.269876782,2.288678407
20889,20890,MWROW5-20,26,2452.526521,2452.526521,106.0131247,4.663562905,2.025359636
20890,20891,MWROW5-20,56,2482.92404,2482.92404,225.5405284,5.41849987,2.353224594
20891,20892,MWROW5-20,44,2500.000133,2500.000133,175.9999906,5.170483942,2.245512645
20892,20893,MWROW5-20,22,2500.00006,2500.00006,87.99999789,4.47733679,1.944482662
20893,20894,MWROW5-20,58,2499.998105,2499.998105,232.0001759,5.44673813,2.365488314
20894,20895,MWROW5-20,50,2499.999853,2499.999853,200.0000118,5.298317425,2.301030021
20895,20896,MWROW5-20,34,2499.999085,2499.999085,136.0000498,4.912655252,2.133539067
20896,20897,MWROW5-20,14,2500.969766,2500.969766,55.97828566,4.02496386,1.748019594
20897,20898,MWROW5-20,24,2479.684809,2479.684809,96.78649445,4.572507464,1.98581476
20898,20899,MWROW5-20,32,2500.00057,2500.00057,127.9999708,4.852030036,2.107209871
20899,20900,MWROW5-20,36,2500.000465,2500.000465,143.9999732,4.969813114,2.158362411
20900,20901,MWROW5-20,46,2500.002145,2500.002145,183.9998421,5.2149349,2.26481745
20901,20902,MWROW5-20,40,2481.077126,2481.077126,161.2203006,5.082771756,2.207419727
20902,20903,MWROW5-20,32,2459.218587,2459.218587,130.122634,4.868477344,2.114352846
20903,20904,MWROW5-20,42,2473.779661,2473.779661,169.7806828,5.134507503,2.229888276
20904,20905,MWROW5-20,20,2499.999238,2499.999238,80.00002438,4.382026939,1.903090119
20905,20906,MWROW5-20,48,2499.999936,2499.999936,192.0000049,5.257495398,2.28330124
20906,20907,MWROW5-20,22,2455.569155,2455.569155,89.592264,4.495268977,1.952270511
20907,20908,MWROW5-20,26,2499.997324,2499.997324,104.0001113,4.64439197,2.017033804
20908,20909,MWROW5-20,18,2499.996382,2499.996382,72.0001042,4.276667566,1.857333125
20909,20910,MWROW5-20,22,2500.00226,2500.00226,87.99992045,4.47733591,1.94448228
20910,20911,MWROW5-20,32,2500.00006,2500.00006,127.9999969,4.85203024,2.107209959
20911,20912,MWROW5-20,46,2500.00006,2500.00006,183.9999956,5.214935734,2.264817813
20912,20913,MWROW5-20,40,2500.001373,2500.001373,159.9999121,5.075173266,2.204119744
20913,20914,MWROW5-20,42,2499.999987,2499.999987,168.0000009,5.123963985,2.225309284
20914,20915,MWROW5-20,22,2499.997766,2499.997766,88.00007864,4.477337708,1.94448306
20915,20916,MWROW5-20,24,2500.000291,2500.000291,95.99998883,4.564348075,1.982271182
20916,20917,MWROW5-20,16,2500.002787,2500.002787,63.99992865,4.158881969,1.80617949
20917,20918,MWROW5-20,20,2499.997766,2499.997766,80.00007149,4.382027528,1.903090375
20918,20919,MWROW5-20,12,2500.00298,2500.00298,47.99994278,3.871199819,1.68124072
20919,20920,MWROW5-20,10,2500.000321,2500.000321,39.99999486,3.688879326,1.602059936
20920,20921,MWROW5-20,14,2499.999688,2499.999688,56.00000699,4.025351816,1.748188081
20921,20922,MWROW5-20,26,2499.999929,2499.999929,104.000003,4.644390928,2.017033352
20922,20923,MWROW5-20,10,2499.999822,2499.999822,40.00000285,3.688879525,1.602060022
20923,20924,MWROW5-20,6,2499.998728,2499.998728,24.00001221,3.178054339,1.380211463
20924,20925,MWROW5-20,16,2500.000083,2500.000083,63.99999788,4.15888305,1.80617996
20925,20926,MWROW5-20,16,2499.999397,2499.999397,64.00001544,4.158883325,1.806180079
